0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 1.818181818181818343e+00 1.000000000000000000e+00 -1.818181818181818343e+00
0.000000000000000000e+00 2.636363636363636687e+00 1.000000000000000000e+00 -2.636363636363636687e+00
0.000000000000000000e+00 3.454545454545454586e+00 1.000000000000000000e+00 -3.454545454545454586e+00
0.000000000000000000e+00 4.272727272727273373e+00 1.000000000000000000e+00 -4.272727272727273373e+00
0.000000000000000000e+00 5.090909090909090828e+00 1.000000000000000000e+00 -5.090909090909090828e+00
0.000000000000000000e+00 5.909090909090909172e+00 1.000000000000000000e+00 -5.909090909090909172e+00
0.000000000000000000e+00 6.727272727272727515e+00 1.000000000000000000e+00 -6.727272727272727515e+00
0.000000000000000000e+00 7.545454545454545858e+00 1.000000000000000000e+00 -7.545454545454545858e+00
0.000000000000000000e+00 8.363636363636363313e+00 1.000000000000000000e+00 -8.363636363636363313e+00
0.000000000000000000e+00 9.181818181818181657e+00 1.000000000000000000e+00 -9.181818181818181657e+00
0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+00 -1.000000000000000000e+01
5.263157894736842479e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.263157894736842479e+00
5.263157894736842479e+00 1.818181818181818343e+00 1.000000000000000000e+00 3.444976076555024136e+00
5.263157894736842479e+00 2.636363636363636687e+00 1.000000000000000000e+00 2.626794258373205793e+00
5.263157894736842479e+00 3.454545454545454586e+00 1.000000000000000000e+00 1.808612440191387893e+00
5.263157894736842479e+00 4.272727272727273373e+00 1.000000000000000000e+00 9.904306220095691060e-01
5.263157894736842479e+00 5.090909090909090828e+00 1.000000000000000000e+00 1.722488038277516509e-01
5.263157894736842479e+00 5.909090909090909172e+00 1.000000000000000000e+00 -6.459330143540666924e-01
5.263157894736842479e+00 6.727272727272727515e+00 1.000000000000000000e+00 -1.464114832535885036e+00
5.263157894736842479e+00 7.545454545454545858e+00 1.000000000000000000e+00 -2.282296650717703379e+00
5.263157894736842479e+00 8.363636363636363313e+00 1.000000000000000000e+00 -3.100478468899520834e+00
5.263157894736842479e+00 9.181818181818181657e+00 1.000000000000000000e+00 -3.918660287081339177e+00
5.263157894736842479e+00 1.000000000000000000e+01 1.000000000000000000e+00 -4.736842105263157521e+00
1.052631578947368496e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.526315789473684958e+00
1.052631578947368496e+01 1.818181818181818343e+00 1.000000000000000000e+00 8.708133971291866615e+00
1.052631578947368496e+01 2.636363636363636687e+00 1.000000000000000000e+00 7.889952153110048272e+00
