9.999999999999999547e-07 2.499999999999999781e-06 1.000000000000000072e-17 7.243673135862414153e-03 1.202697629406933172e-01 4.959724164627275500e-01 5.538692982063101421e-03 8.198937939050693000e-03 2.950482468351453000e+15 6.707374163225914877e-03 2.987192441242732602e-02 1.387359389134001826e-11 2.149858202276217415e-11 8.409123270946410295e-16 2.019260708642429418e-15 2.035881704706100859e+00 2.017077282388531678e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.258925411794171324e-17 6.553179699694288741e-03 1.196346125262613275e-01 5.547081409629511795e-01 5.941937908852916971e-03 8.378968702590347539e-03 2.339781963246440000e+15 1.486012436768486579e-02 3.940756924380529880e-02 1.655211508164761189e-11 2.574801299440647381e-11 1.108284523388511106e-15 2.681832884568200327e-15 1.960117956982305287e+00 1.940214347928289840e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.584893192461111039e-17 5.937528683838433873e-03 1.205999365312957761e-01 6.358447116790290066e-01 6.276051316967317349e-03 8.496057644146482249e-03 1.891075514715742000e+15 2.272348482179389548e-02 4.870362123855072334e-02 1.954204605860012702e-11 3.051271740933550685e-11 1.446386327721828763e-15 3.526192475001295074e-15 1.896229588264144672e+00 1.875144193185927177e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.995262314968882734e-17 5.385511658680361066e-03 1.193610942407410114e-01 7.316481323130296088e-01 6.577546444041576165e-03 8.609613374179266032e-03 1.496104044350935500e+15 3.135595457836033717e-02 5.820288495800170214e-02 2.341164353766323470e-11 3.631671489082233160e-11 1.921544013864413554e-15 4.623806390035169340e-15 1.824136491210836652e+00 1.802374008675259320e+00
9.999999999999999547e-07 2.499999999999999781e-06 2.511886431509571777e-17 4.899999999999999842e-03 1.321305245691957175e-01 9.143244651185764571e-01 6.786647472881993798e-03 8.656869816720926328e-03 1.369271025200939750e+15 3.750373773717943782e-02 6.622071769601585445e-02 2.600686426856056307e-11 4.050250312044204633e-11 2.401560147429494267e-15 5.824802581603816377e-15 1.829346358293904684e+00 1.806091542799953764e+00
9.999999999999999547e-07 2.499999999999999781e-06 3.162277660168379560e-17 4.453980267195071369e-03 1.194446790107136919e-01 1.042624316677049467e+00 6.975121814796821085e-03 8.683945434644986874e-03 9.701524275410651250e+14 4.773233135814392014e-02 7.765412959673261006e-02 3.255404764241991929e-11 5.082690803686416270e-11 3.257257684859153641e-15 7.940164587995134454e-15 1.704035499642255092e+00 1.679784076523279879e+00
9.999999999999999547e-07 2.499999999999999781e-06 3.981071705534985508e-17 4.061603197063595044e-03 1.204535495520624166e-01 1.292773153532071229e+00 7.085189018889570881e-03 8.659186761437502600e-03 7.927594078905566250e+14 5.602010875161125836e-02 8.719610136464246708e-02 3.816423939673255763e-11 5.947033924829467305e-11 4.220885947748630992e-15 1.024922954283934585e-14 1.650298832756377898e+00 1.625032985012656139e+00
9.999999999999999547e-07 2.499999999999999781e-06 5.011872336272714437e-17 3.711702070047501537e-03 1.204143458388586690e-01 1.646987318387116206e+00 7.140879416590096770e-03 8.592456317869704568e-03 6.431684708093600000e+14 6.425689314846549927e-02 9.708305204379978626e-02 4.449271759307561101e-11 6.952660702935603634e-11 5.427028596879045781e-15 1.325214890822882897e-14 1.600550172871643806e+00 1.573972080782042982e+00
9.999999999999999547e-07 2.499999999999999781e-06 6.309573444801942678e-17 3.401548637540136900e-03 1.211509944437247771e-01 2.172402589278830565e+00 7.168890328042956325e-03 8.516888616751819990e-03 5.284357317601512500e+14 7.298716042348048216e-02 1.071899214596886557e-01 5.183677619886848700e-11 8.081897963955964540e-11 7.025335508504628863e-15 1.707724527925420027e-14 1.556165415787199802e+00 1.528424782415844341e+00
9.999999999999999547e-07 2.499999999999999781e-06 7.943282347242788933e-17 3.126527883505782895e-03 1.218031224000931112e-01 2.901788783092179358e+00 7.140879416590096770e-03 8.398696212164902600e-03 4.359435184203232500e+14 8.146659935071884351e-02 1.174618703464479774e-01 5.976216401235273173e-11 9.341079248193679788e-11 8.956158522975559117e-15 2.188080223700374662e-14 1.517423670810567282e+00 1.488256373370594243e+00
9.999999999999999547e-07 2.499999999999999781e-06 9.999999999999999791e-17 2.880576381736328455e-03 1.210298935424637817e-01 3.759589686465443670e+00 7.085189018889570881e-03 8.264043306664536209e-03 3.562637191473296875e+14 9.036933336256337823e-02 1.282369427270456108e-01 6.885274973005969908e-11 1.078678865361840493e-10 1.144462745612692293e-14 2.808946083548058997e-14 1.480299026546538776e+00 1.449592839480996265e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.258925411794166178e-16 2.656995881917186084e-03 1.196307333868226741e-01 4.468940172328515814e+00 7.002475491798672291e-03 8.105743989561884147e-03 2.903039551857696250e+14 9.992101465868298560e-02 1.398662631332031059e-01 7.926853411826731936e-11 1.244443837081911877e-10 1.472108117534300102e-14 3.628178392559995173e-14 1.446504735768507910e+00 1.414142142715629991e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.584893192461110854e-16 2.449133839991415006e-03 1.232218960917409040e-01 4.520663929003671200e+00 6.920738149210753191e-03 7.958452389275529754e-03 2.489232967359107188e+14 1.099489020282272550e-01 1.517905129776030149e-01 8.988048253780000340e-11 1.407443288305962877e-10 1.882120675434763431e-14 4.615071713583650373e-14 1.427800131263337491e+00 1.393903873121542070e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.995262314968882919e-16 2.251289978774175492e-03 1.193286265741153318e-01 3.581311078646414625e+00 6.866783246371787122e-03 7.845174923382864859e-03 1.987093502262296562e+14 1.225202080448973413e-01 1.670939587437625662e-01 1.048154621598182580e-10 1.643579112727365740e-10 2.524361961309377821e-14 6.207005168380550071e-14 1.406115928060491793e+00 1.370039249377722479e+00
9.999999999999999547e-07 2.499999999999999781e-06 2.511886431509582008e-16 2.062040713354250029e-03 1.198272514477239925e-01 2.389080038129243633e+00 6.813253743273618886e-03 7.736714177862771824e-03 1.650207909728841250e+14 1.354152727211316576e-01 1.834023546962413875e-01 1.203724187964295596e-10 1.899115431409052403e-10 3.333453010637211874e-14 8.297419241496234509e-14 1.395248119075245707e+00 1.356350995805558846e+00
9.999999999999999547e-07 2.499999999999999781e-06 3.162277660168379313e-16 1.879830846954287388e-03 1.197385297727307785e-01 1.454794254622324035e+00 6.760146303197931902e-03 7.629960685860539236e-03 1.356888699148821406e+14 1.506704110172980560e-01 2.019931768825912188e-01 1.400815987602147077e-10 2.212039028041581466e-10 4.532898634465162607e-14 1.130314567313430517e-13 1.384573477547752951e+00 1.343009445754826947e+00
9.999999999999999547e-07 2.499999999999999781e-06 3.981071705534969484e-16 1.705704939412280114e-03 1.198941830708785683e-01 8.810106905809660383e-01 6.760146303197931902e-03 7.586475053448974055e-03 1.112023120900345312e+14 1.680611755850390243e-01 2.230154753293063508e-01 1.643579112727365740e-10 2.596526724769597027e-10 6.279165062687149531e-14 1.567134114321330751e-13 1.373464334417433319e+00 1.328928417176486798e+00
9.999999999999999547e-07 2.499999999999999781e-06 5.011872336272714561e-16 1.540643060176660273e-03 1.188565934966439586e-01 5.813351198332841197e-01 6.733749821202366335e-03 7.517733373962698015e-03 8.972565849206673438e+13 1.882392051013350720e-01 2.478385115205664069e-01 1.952716710759489352e-10 3.098408929374319597e-10 8.924106113013796548e-14 2.246795596722285577e-13 1.360753691980187030e+00 1.312527020746582895e+00
9.999999999999999547e-07 2.499999999999999781e-06 6.309573444801942924e-16 1.387034906629273272e-03 1.212249466245534646e-01 4.349785301755348943e-01 6.760146303197931902e-03 7.512951797887994741e-03 7.421755837478209375e+13 2.093639022471803779e-01 2.730081687246546096e-01 2.305446953328489373e-10 3.657264661755723441e-10 1.254649419630324471e-13 3.157364306478431954e-13 1.348967500375473305e+00 1.297434534264539474e+00
9.999999999999999547e-07 2.499999999999999781e-06 7.943282347242821227e-16 1.244041918805429076e-03 1.193319369765911964e-01 3.298091473943665641e-01 6.760146303197931902e-03 7.483287154101765128e-03 5.881396764152710938e+13 2.343051623457436394e-01 3.036974353761646150e-01 2.779791112611970286e-10 4.444261605641855067e-10 1.830662832160419060e-13 4.679322319309131103e-13 1.331552360119449441e+00 1.275335685566904242e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.000000000000000078e-15 1.113566050038682261e-03 1.207620464685530276e-01 2.739039524657534419e-01 6.786647472881993798e-03 7.487690593837351659e-03 4.782655067598192188e+13 2.603198685135710289e-01 3.348077749745429488e-01 3.329480382077601525e-10 5.340740624973352891e-10 2.639663299405298104e-13 6.792007180811707411e-13 1.313338290878431680e+00 1.253001311981660981e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.258925411794166276e-15 9.941430499477779681e-04 1.191095531697316662e-01 2.294084356650866741e-01 6.813253743273618886e-03 7.496163929108322528e-03 3.769303369035757031e+13 2.912521330109911211e-01 3.720413461474263439e-01 4.068732783931702204e-10 6.571361153911809801e-10 3.962077725815602321e-13 1.033509885092059103e-12 1.292020072911497452e+00 1.226626230923809624e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.584893192461110952e-15 8.863626189918757904e-04 1.197754109960890434e-01 2.032087627857996071e-01 6.839965529013576802e-03 7.509853911857539491e-03 3.023034325412741406e+13 3.225744155214508857e-01 4.085828790061422633e-01 4.937620182089393843e-10 7.995834767806888841e-10 5.839286742044727373e-13 1.531267398993844959e-12 1.266797598508063727e+00 1.197187220714881484e+00
9.999999999999999547e-07 2.499999999999999781e-06 1.995262314968882968e-15 7.892103935870313893e-04 1.208602275877919269e-01 1.850004678425821725e-01 6.866783246371787122e-03 7.525457659503793743e-03 2.427213635074211719e+13 3.572815787134119292e-01 4.494686127913056217e-01 6.029454702387293444e-10 9.829458092506566182e-10 8.730256031730079322e-13 2.320216368312904624e-12 1.240649788003635789e+00 1.166092838238876217e+00
9.999999999999999547e-07 2.499999999999999781e-06 2.511886431509582107e-15 7.016468061183886180e-04 1.203435187402910750e-01 1.691068417246999467e-01 6.893707313254394432e-03 7.543485107586875120e-03 1.916816688180142188e+13 3.959445320498614640e-01 4.934952879175177332e-01 7.438645901074509981e-10 1.215478290250734426e-09 1.331825473894416772e-12 3.555916416635229370e-12 1.210975502879109600e+00 1.131997638028038988e+00
9.999999999999999547e-07 2.499999999999999781e-06 3.162277660168379412e-15 6.232109281979441966e-04 1.201524592984220957e-01 1.575566110831093380e-01 6.920738149210753191e-03 7.563918902978425743e-03 1.514745635955136914e+13 4.362753460379242831e-01 5.397375172737592930e-01 9.191155844822931992e-10 1.511820722658594015e-09 2.029978643701611170e-12 5.492221421258225691e-12 1.177319527539986588e+00 1.093613514856965896e+00
9.999999999999999547e-07 2.499999999999999781e-06 3.981071705534969484e-15 5.529793321425021876e-04 1.190649188181839013e-01 1.478103552210742189e-01 6.947876175439870496e-03 7.586349031960159389e-03 1.185594159289721484e+13 4.797533117224918597e-01 5.889772523949117211e-01 1.142181574561171550e-09 1.891457203158315721e-09 3.129550722496898296e-12 8.582203601609480196e-12 1.140984818779349874e+00 1.052576396688209348e+00
9.999999999999999547e-07 2.499999999999999781e-06 5.011872336272714561e-15 4.905239205756218961e-04 1.195264901561949311e-01 1.425505163233502515e-01 6.975121814796821085e-03 7.610282537376306979e-03 9.400004115803447266e+12 5.261963136877293445e-01 6.411241161426312063e-01 1.421634206246443307e-09 2.370938954481309864e-09 4.852926867767827644e-12 1.349768771871672225e-11 1.104585606336586201e+00 1.011617215112659007e+00
