1.000000000000000000e+02 1.000000000000000000e+00 nan 9.900000000000000000e+01
1.000000000000000000e+02 1.818181818181818343e+00 nan 9.818181818181818699e+01
1.000000000000000000e+02 2.636363636363636687e+00 nan 9.736363636363635976e+01
1.000000000000000000e+02 3.454545454545454586e+00 nan 9.654545454545454675e+01
1.000000000000000000e+02 4.272727272727273373e+00 nan 9.572727272727271952e+01
1.000000000000000000e+02 5.090909090909090828e+00 nan 9.490909090909090651e+01
1.000000000000000000e+02 5.909090909090909172e+00 nan 9.409090909090909349e+01
1.000000000000000000e+02 6.727272727272727515e+00 nan 9.327272727272726627e+01
1.000000000000000000e+02 7.545454545454545858e+00 nan 9.245454545454545325e+01
1.000000000000000000e+02 8.363636363636363313e+00 nan 9.163636363636364024e+01
1.000000000000000000e+02 9.181818181818181657e+00 nan 9.081818181818181301e+01
1.000000000000000000e+02 1.000000000000000000e+01 nan 9.000000000000000000e+01
9.473684210526315042e+01 1.000000000000000000e+00 nan 9.373684210526315042e+01
9.473684210526315042e+01 1.818181818181818343e+00 nan 9.291866028708133740e+01
9.473684210526315042e+01 2.636363636363636687e+00 nan 9.210047846889951018e+01
9.473684210526315042e+01 3.454545454545454586e+00 nan 9.128229665071769716e+01
9.473684210526315042e+01 4.272727272727273373e+00 nan 9.046411483253586994e+01
9.473684210526315042e+01 5.090909090909090828e+00 nan 8.964593301435405692e+01
9.473684210526315042e+01 5.909090909090909172e+00 nan 8.882775119617224391e+01
9.473684210526315042e+01 6.727272727272727515e+00 nan 8.800956937799041668e+01
9.473684210526315042e+01 7.545454545454545858e+00 nan 8.719138755980860367e+01
9.473684210526315042e+01 8.363636363636363313e+00 nan 8.637320574162679065e+01
9.473684210526315042e+01 9.181818181818181657e+00 nan 8.555502392344496343e+01
9.473684210526315042e+01 1.000000000000000000e+01 nan 8.473684210526315042e+01
8.947368421052631504e+01 1.000000000000000000e+00 nan 8.847368421052631504e+01
8.947368421052631504e+01 1.818181818181818343e+00 nan 8.765550239234450203e+01
8.947368421052631504e+01 2.636363636363636687e+00 nan 8.683732057416267480e+01
8.947368421052631504e+01 3.454545454545454586e+00 nan 8.601913875598086179e+01
8.947368421052631504e+01 4.272727272727273373e+00 nan 8.520095693779904877e+01
8.947368421052631504e+01 5.090909090909090828e+00 nan 8.438277511961722155e+01
8.947368421052631504e+01 5.909090909090909172e+00 nan 8.356459330143540853e+01
8.947368421052631504e+01 6.727272727272727515e+00 nan 8.274641148325358131e+01
8.947368421052631504e+01 7.545454545454545858e+00 nan 8.192822966507176830e+01
8.947368421052631504e+01 8.363636363636363313e+00 nan 8.111004784688995528e+01
8.947368421052631504e+01 9.181818181818181657e+00 nan 8.029186602870812806e+01
8.947368421052631504e+01 1.000000000000000000e+01 nan 7.947368421052631504e+01
8.421052631578947967e+01 1.000000000000000000e+00 nan 8.321052631578947967e+01
8.421052631578947967e+01 1.818181818181818343e+00 nan 8.239234449760766665e+01
8.421052631578947967e+01 2.636363636363636687e+00 nan 8.157416267942583943e+01
8.421052631578947967e+01 3.454545454545454586e+00 nan 8.075598086124402641e+01
8.421052631578947967e+01 4.272727272727273373e+00 nan 7.993779904306219919e+01
8.421052631578947967e+01 5.090909090909090828e+00 nan 7.911961722488038617e+01
8.421052631578947967e+01 5.909090909090909172e+00 nan 7.830143540669857316e+01
8.421052631578947967e+01 6.727272727272727515e+00 nan 7.748325358851674594e+01
8.421052631578947967e+01 7.545454545454545858e+00 nan 7.666507177033493292e+01
8.421052631578947967e+01 8.363636363636363313e+00 nan 7.584688995215311991e+01
8.421052631578947967e+01 9.181818181818181657e+00 nan 7.502870813397129268e+01
8.421052631578947967e+01 1.000000000000000000e+01 nan 7.421052631578947967e+01
7.894736842105263008e+01 1.000000000000000000e+00 nan 7.794736842105263008e+01
7.894736842105263008e+01 1.818181818181818343e+00 nan 7.712918660287081707e+01
7.894736842105263008e+01 2.636363636363636687e+00 nan 7.631100478468898984e+01
7.894736842105263008e+01 3.454545454545454586e+00 nan 7.549282296650717683e+01
7.894736842105263008e+01 4.272727272727273373e+00 nan 7.467464114832534960e+01
7.894736842105263008e+01 5.090909090909090828e+00 nan 7.385645933014353659e+01
7.894736842105263008e+01 5.909090909090909172e+00 nan 7.303827751196172358e+01
7.894736842105263008e+01 6.727272727272727515e+00 nan 7.222009569377989635e+01
