9.999999999999999547e-07 3.000000000000000076e-06 1.000000000000000072e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 1.193776641714435710e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 1.425102670302996323e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 1.701254279852585657e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 2.030917620904730472e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 2.424462017082320822e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 2.894266124716739859e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 3.455107294592232492e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 4.124626382901364507e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 4.923882631706751989e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 5.878016072274923577e-18 5.725133849438360234e-03 1.195761797901257611e-01 8.320292475373846156e-03 9.285336529463268304e-03 6.475510315864092500e+14 0.000000000000000000e+00 1.476435145853094259e-02 1.144986022633787818e-11 1.776217039364076577e-11 3.401154171849986498e-16 8.184987337513179096e-16 1.623772846789625746e+00 1.610546587412091446e+00
9.999999999999999547e-07 3.000000000000000076e-06 7.017038286703837389e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 8.376776400682925002e-18 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 1.000000000000000072e-17 4.786649872310037163e-03 1.208124175824987212e-01 7.937998002309563927e-03 8.811502115062323087e-03 4.080329218196141250e+14 8.779160377077044330e-03 2.705410285747115312e-02 1.542534339049874391e-11 2.400696400256733437e-11 5.696549254989249382e-16 1.379801640017129876e-15 1.554479869660160496e+00 1.539666606830696116e+00
9.999999999999999547e-07 3.000000000000000076e-06 1.193776641714435825e-17 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 1.425102670302996246e-17 4.231850525674880036e-03 1.190511370160474147e-01 7.693024592013227199e-03 8.511493358892174843e-03 2.909473313346707500e+14 1.671049730844085396e-02 3.631301643283132291e-02 1.915423687576311329e-11 2.976320300760273652e-11 8.250226899896489145e-16 1.992028358878905638e-15 1.502134350198438995e+00 1.486248417175440428e+00
9.999999999999999547e-07 3.000000000000000076e-06 1.701254279852585541e-17 3.971535503173434338e-03 1.208947023392873826e-01 7.573413232583304372e-03 8.366740097371072257e-03 2.543083537083236875e+14 2.065818073297280566e-02 4.103943177182969165e-02 2.117860671325117015e-11 3.288176243907372124e-11 9.932655964059724639e-16 2.394312292342989495e-15 1.488120576400446815e+00 1.471604267204749794e+00
9.999999999999999547e-07 3.000000000000000076e-06 2.030917620904730703e-17 3.720767679225930099e-03 1.189534238768027857e-01 7.484938291783173152e-03 8.257570967426764233e-03 2.123526732279203438e+14 2.522438035808833093e-02 4.669377912871199021e-02 2.376766186877903714e-11 3.704724965847440508e-11 1.216399131087987458e-15 2.955392199753890076e-15 1.463871799267708163e+00 1.446491393053459529e+00
9.999999999999999547e-07 3.000000000000000076e-06 2.424462017082320744e-17 3.479914108348593303e-03 1.194692715386337228e-01 7.397507012249433453e-03 8.150238696258190613e-03 1.828080369771285312e+14 2.989896687290991353e-02 5.230415810353303968e-02 2.653387729650789234e-11 4.131501972685568845e-11 1.493130677037928416e-15 3.620031186854865567e-15 1.448528497939233439e+00 1.430390937701631726e+00
9.999999999999999547e-07 3.000000000000000076e-06 2.894266124716740091e-17 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 3.455107294592232492e-17 3.026609290126987088e-03 1.190882385385752806e-01 7.225726907683182980e-03 7.940168148625944070e-03 1.338484965670195000e+14 4.033405255654270299e-02 6.512216400707930564e-02 3.337630042183835223e-11 5.209537988995293347e-11 2.296497453573041547e-15 5.594844127150699943e-15 1.420637529728131510e+00 1.400550906586394584e+00
9.999999999999999547e-07 3.000000000000000076e-06 4.124626382901364507e-17 2.815031441469523221e-03 1.211482799797296561e-01 7.169367189895238697e-03 7.868979368550863343e-03 1.178028927970355469e+14 4.588392090654884459e-02 7.219558628176346582e-02 3.723155317653783159e-11 5.832030318759367944e-11 2.850302941435575044e-15 6.993720223015217615e-15 1.413040524540529308e+00 1.391741743472229231e+00
9.999999999999999547e-07 3.000000000000000076e-06 4.923882631706751989e-17 2.613029708232292476e-03 1.205244067647848194e-01 7.113451765666924630e-03 7.799112032304240417e-03 1.008975347874880156e+14 5.240151382389293677e-02 8.005433409164423864e-02 4.214080600726735295e-11 6.590153020187185592e-11 3.623585371055247621e-15 8.861838147941230796e-15 1.402378770141179620e+00 1.379953381449465777e+00
9.999999999999999547e-07 3.000000000000000076e-06 5.878016072274924502e-17 nan nan nan nan nan nan nan nan nan nan nan nan nan
9.999999999999999547e-07 3.000000000000000076e-06 7.017038286703836157e-17 2.240354851781885433e-03 1.194370110131594415e-01 7.030403739966880478e-03 7.693759496776726194e-03 7.487473717774634375e+13 6.749733350351794225e-02 9.833396464701985029e-02 5.445051978226635232e-11 8.482867820654643556e-11 6.041571718865227297e-15 1.466328467293306793e-14 1.387967207678631132e+00 1.362962716792557982e+00
