5.011872336272722429e-05 2.505936168136361011e-04 1.000000000000000072e-17 6.225880426791851469e-03 2.398657384674378264e-08 3.693491036966731894e-03 5.442250966167553987e-03 2.107148068850206037e+05 nan nan nan nan nan nan nan nan
5.011872336272722429e-05 2.505936168136361011e-04 3.162277660168379560e-17 3.368256556824711367e-03 7.561275089931270408e-08 3.779287541526290487e-03 5.570124413214479209e-03 1.947309904853924527e+05 nan nan nan nan nan nan nan nan
5.011872336272722429e-05 2.505936168136361011e-04 9.999999999999999791e-17 1.816355026528802775e-03 2.383538531208647335e-07 3.911860904312694683e-03 5.767780143204596748e-03 1.787959282580903673e+05 nan nan nan nan nan nan nan nan
5.011872336272722429e-05 2.505936168136361011e-04 3.162277660168379313e-16 9.757292920230647417e-04 7.513628232319520806e-07 4.002891019303427521e-03 5.903379497890771412e-03 1.629094248864945257e+05 nan nan nan nan nan nan nan nan
5.011872336272722429e-05 2.505936168136361011e-04 1.000000000000000078e-15 5.217405922411929653e-04 2.368522712080504632e-06 4.143537415956620798e-03 6.112142959575771368e-03 1.470713740276557219e+05 nan nan nan nan nan nan nan nan
7.943282347242813953e-05 3.971641173621407112e-04 1.000000000000000072e-17 7.615014758777435659e-03 5.705719175570792348e-08 3.168859618680341765e-03 4.737394233994748731e-03 3.188445630267169327e+05 nan nan nan nan nan nan nan nan
7.943282347242813953e-05 3.971641173621407112e-04 3.162277660168379560e-17 4.109939155808514481e-03 1.798379641743271102e-07 3.273485587650055376e-03 4.906957085773685882e-03 2.932647123867760529e+05 nan nan nan nan nan nan nan nan
7.943282347242813953e-05 3.971641173621407112e-04 9.999999999999999791e-17 2.210054479312583472e-03 5.668293288182162494e-07 3.345269142922730615e-03 5.023554782945947178e-03 2.677612463791882619e+05 nan nan nan nan nan nan nan nan
7.943282347242813953e-05 3.971641173621407112e-04 3.162277660168379313e-16 1.183202592044321939e-03 1.786584048019834462e-06 3.456122934800939187e-03 5.204018931965903247e-03 2.423336393082869472e+05 nan nan nan nan nan nan nan nan
7.943282347242813953e-05 3.971641173621407112e-04 1.000000000000000078e-15 6.300663953441265576e-04 5.631120820200595929e-06 3.570977808296555474e-03 5.391003271723303694e-03 2.169813805524403579e+05 nan nan nan nan nan nan nan nan
1.258925411794167436e-04 6.294627058970837449e-04 1.000000000000000072e-17 9.293028584557563865e-03 1.375432005388409495e-07 2.805849186811148165e-03 4.118751544463832882e-03 4.834706804440884735e+05 nan nan nan nan nan nan nan nan
1.258925411794167436e-04 6.294627058970837449e-04 3.162277660168379560e-17 5.001785784637006321e-03 4.334676308590120663e-07 2.898537913660266876e-03 4.267315253922345647e-03 4.422473062255618279e+05 nan nan nan nan nan nan nan nan
1.258925411794167436e-04 6.294627058970837449e-04 9.999999999999999791e-17 2.680792156088583449e-03 1.366073874578824438e-06 2.994165294865590733e-03 4.421100277680213748e-03 4.011446086281487369e+05 nan nan nan nan nan nan nan nan
1.258925411794167436e-04 6.294627058970837449e-04 3.162277660168379313e-16 1.429492317354109660e-03 4.305186548792218690e-06 3.092828699222948795e-03 4.580480138709082036e-03 3.601649594580339617e+05 nan nan nan nan nan nan nan nan
1.258925411794167436e-04 6.294627058970837449e-04 1.000000000000000078e-15 7.574467070990377948e-04 1.356783023678197820e-05 3.194632855432028365e-03 4.745524711340941976e-03 3.193066984326844686e+05 nan nan nan nan nan nan nan nan
1.995262314968878758e-04 9.976311574844394601e-04 1.000000000000000072e-17 1.131541246299665703e-02 3.329106120989490963e-07 2.515810768730788929e-03 3.623169503860482286e-03 7.202519328125143657e+05 nan nan nan nan nan nan nan nan
1.995262314968878758e-04 9.976311574844394601e-04 3.162277660168379560e-17 6.071018456815156089e-03 1.049064660042101734e-06 2.571587500679571765e-03 3.711114514321395969e-03 6.546973049528928241e+05 nan nan nan nan nan nan nan nan
1.995262314968878758e-04 9.976311574844394601e-04 9.999999999999999791e-17 3.241407917748696885e-03 3.305802443388880280e-06 2.657762536848893176e-03 3.846518692737943990e-03 5.893322289808394853e+05 nan nan nan nan nan nan nan nan
1.995262314968878758e-04 9.976311574844394601e-04 3.162277660168379313e-16 1.720264521066869768e-03 1.041721303062076251e-05 2.777415605725554876e-03 4.034228889562372494e-03 5.241559120887201279e+05 nan nan nan nan nan nan nan nan
1.995262314968878758e-04 9.976311574844394601e-04 1.000000000000000078e-15 9.060681352808892461e-04 3.282662879829546939e-05 2.870764292750270247e-03 4.180921737221937780e-03 4.591675985496407375e+05 nan nan nan nan nan nan nan nan
3.162277660168379394e-04 1.581138830084189697e-03 1.000000000000000072e-17 1.374260903409575858e-02 8.089449103042385245e-07 2.348214565524364261e-03 3.132882608650055731e-03 1.061888964847867377e+06 nan nan nan nan nan nan nan nan
3.162277660168379394e-04 1.581138830084189697e-03 3.162277660168379560e-17 7.346161771084533387e-03 2.548933793059944035e-06 2.409603369693451378e-03 3.249832118291143615e-03 9.581734867396111367e+05 nan nan nan nan nan nan nan nan
3.162277660168379394e-04 1.581138830084189697e-03 9.999999999999999791e-17 3.904513235512864933e-03 8.031532492735010101e-06 2.474375804300060159e-03 3.371990334867348317e-03 8.547554564496942330e+05 nan nan nan nan nan nan nan nan
3.162277660168379394e-04 1.581138830084189697e-03 3.162277660168379313e-16 2.060416639953522276e-03 2.530686056218946241e-05 2.566393701872648689e-03 3.542167244005557658e-03 7.516312151617581258e+05 nan nan nan nan nan nan nan nan
3.162277660168379394e-04 1.581138830084189697e-03 1.000000000000000078e-15 1.077242633123533591e-03 7.974040862502046348e-05 2.665877719205658226e-03 3.722658182667758740e-03 6.487982092453794321e+05 nan nan nan nan nan nan nan nan
